0.813633	-0.290159
0.993438	-0.192235
0.980023	-0.169067
0.91847	-0.0472795
1.01178	-0.410926
0.78062	-0.172642
0.99568	-0.123409
0.666223	-0.123453
0.801877	-0.236876
1.10501	-0.409978
1.02698	-0.227907
0.958531	-0.300859
1.0678	-0.441897
1.0471	-0.361188
0.858885	-0.441671
1.86235	-1.73219
2.07173	-2.26437
1.62671	-1.26224
2.58649	-2.84713
2.37189	-2.4964
2.04125	-2.15551
2.12936	-2.36299
1.94192	-2.19189
2.63786	-3.26369
2.37364	-2.76953
2.10228	-2.2683
2.37026	-2.81791
2.34195	-2.87081
2.48538	-3.17409
2.60994	-3.27654
2.75073	-3.39621
2.76882	-3.53211
2.80641	-3.55568
2.5787	-3.19955
2.75542	-3.47577
2.5764	-3.2384
1.66428	-1.3994
1.90722	-1.46467
1.73156	-1.43879
1.60986	-1.50018
1.55662	-1.51274
1.95641	-2.12878
1.96701	-2.3102
1.41292	-1.55357
1.53779	-1.73698
1.24639	-1.29528
0.948122	-0.937581
0.564987	-0.539872
0.698215	-0.947582
0.996565	-1.44583
0.706314	-1.15441
0.284177	-0.809007
0.218183	-0.780353
0.20558	-0.843075
0.24438	-0.897054
0.267128	-0.921654
0.453406	-1.08784
0.960614	-1.49537
1.07992	-1.35005
0.908497	-1.01174
1.23573	-1.3961
1.61679	-1.97961
1.6334	-2.15442
1.93062	-2.6076
2.12192	-2.81185
2.21918	-2.95058
2.32859	-3.07096
1.791	-2.00617
1.77396	-1.49015
1.76807	-1.45515
1.40368	-0.904692
1.22897	-0.724183
1.19321	-0.702791
1.03762	-0.631053
0.862969	-0.694738
0.461677	-0.48572
0.0963045	-0.407833
-0.369632	-0.263942
-0.410531	-0.513217
-0.120662	-0.487866
0.0627296	-0.629093
0.0324919	-0.514681
0.225111	-0.481694
0.378834	-0.439165
0.333479	-0.305842
0.520199	-0.504325
0.855246	-0.860707
1.2518	-1.37555
1.52066	-1.63992
2.03195	-2.16293
1.73686	-1.84463
1.89528	-1.74647
1.93507	-1.80091
1.45693	-1.06651
0.205549	-0.265416
0.209095	-0.272032
0.206076	-0.277088
0.254282	-0.262345
0.201996	0.0119505
0.00337258	0.14322
0.0887276	-0.11293
0.533933	-0.562277
0.577732	-0.265859
0.836988	-0.54209
0.83743	-0.700055
2.36155	-2.56417
2.74713	-2.88389
2.1787	-2.18932
0.443948	-0.755352
0.803263	-0.875777
1.62314	-1.37886
2.33933	-2.50792
2.19091	-2.3901
2.02736	-1.86331
1.42776	-1.12464
0.891711	-0.928644
0.945406	-0.980519
0.566849	-0.246165
0.29651	0.104045
0.131546	0.156619
0.0500541	0.258015
0.253689	0.204279
0.689189	0.483098
0.893613	0.427779
0.874162	0.406165
0.802199	0.112782
0.877457	0.0920254
0.624899	-0.181519
0.614206	-0.367982
0.799188	-0.327467
0.971226	-0.419518
0.875739	-0.0933112
