-0.692359	0.0255872
-0.769166	-0.177116
-0.729509	-0.0699587
-0.866281	-0.152189
-0.875224	-0.364272
-0.724478	-0.0933791
-0.853064	0.108658
-0.831531	-0.111151
-0.902204	-0.0317058
-0.889486	-0.0858638
-1.01776	0.0956233
-1.00073	0.0074214
-0.822979	0.089116
-0.893413	0.00220854
-0.808061	0.416011
-0.858182	0.0515206
-0.677924	0.045158
-0.626281	-0.182915
-0.568302	-0.33826
-0.663702	-0.442675
-0.798404	-0.475449
-0.768811	-0.307989
-0.503377	-0.527225
-0.427897	-0.615973
-1.10757	0.224549
-0.925059	0.06862
-0.639993	-0.398858
-0.671417	-0.419997
-0.629189	-0.415967
-0.581268	-0.204044
-0.684593	-0.0962708
-0.721057	0.0190466
-0.719409	0.0262578
-0.858387	4.89103e-05
-0.951837	0.287495
-1.04734	0.0799004
-0.997	-0.0270881
-1.14374	0.211053
-1.15736	-0.150828
-1.21146	-0.100497
-1.08639	0.0296005
-1.0802	0.174653
-0.97044	0.391269
-0.853035	0.675064
-0.519848	1.02673
-0.304764	0.919859
-0.120081	0.843485
-0.0836424	1.10849
-0.0287642	1.08778
0.157753	0.751044
0.283404	0.767204
0.0606877	0.619752
-0.225743	0.562307
-0.137765	0.373091
-0.130684	0.310192
-0.368517	0.328053
-0.475482	0.320634
-0.55617	0.380963
-0.546353	0.296347
-0.656568	0.419351
-0.176932	0.603549
0.112448	0.795569
0.271297	0.90337
0.163928	0.994401
-0.195718	0.910115
-0.148996	1.13202
-0.276527	0.664966
-0.522058	0.610899
-1.0497	0.467277
-0.922763	0.144425
-0.997571	0.260297
-0.83651	0.139029
-0.940464	0.305241
-0.991235	0.187032
-1.03471	0.0587259
-1.04017	0.0604996
-1.13736	0.056146
-0.900855	0.201113
-0.711683	0.277962
-0.700514	0.532752
-0.709562	0.704641
-0.693629	0.808167
-0.522716	0.827994
-0.385751	0.943436
-0.279481	0.919643
-0.146197	1.00968
-0.160205	1.10703
-0.393404	1.18817
-0.242059	1.06038
-0.389832	1.05999
-0.117186	0.924016
0.0124257	0.833407
